evy,python
"for i := range 0 5 1
    print (""for"") (i)
end
count := 0
while (count < 5)
    print (""while"") (count)
    count = count + 1
end
for i := range 1 4 1
    for j := range 1 4 1
        if (i != j)
            printf (""(%v, %v)\n"") (i) (j)
        end
    end
end
","Can you convert this python to evy for me?
```python

for i := 0; i < 5; i++
becomes

for i in range(5):
    print(""for"", i)

count := 0
for count < 5 {

becomes

count = 0
while count < 5:

for i := 1; i < 4; i++

and becomes

for i in range(1, 4):


    for j in range(1, 4):
        if i != j:
            print(f""({i}, {j})"")

```"
"//  Given an array arr of integers, find the minimum number of elements that
//  need to be changed to make the array palindromic. A palindromic array is
//  an array that is read the same backwards and forwards. In one change, you
//  can change one element to any other element.
//
//  For example:
//  changeSize [1,2,3,5,4,7,9,6] //4
//  changeSize [1, 2, 3, 4, 3, 2, 2] //1
//  changeSize [1, 2, 3, 2, 1] //0
func changeSize:num nums:[]num
    result := 0
    length := len nums
    for i := range (floor length/2)
        if nums[i] != nums[-i - 1]
            result = result + 1
        end
    end
    return result
end

func test
    assert 4 (changeSize [1 2 3 5 4 7 9 6])
    assert 1 (changeSize [1 2 3 4 3 2 2])
    assert 1 (changeSize [1 4 2])
    assert 1 (changeSize [1 4 4 2])
    assert 0 (changeSize [1 2 3 2 1])
    assert 0 (changeSize [3 1 1 3])
    assert 0 (changeSize [1])
    assert 1 (changeSize [0 1])
end


","Can you convert this python to evy for me?
```python

def smallest_change(arr):
    """"""
    Given an array arr of integers, find the minimum number of elements that
    need to be changed to make the array palindromic. A palindromic array is an array that
    is read the same backwards and forwards. In one change, you can change one element to any other element.

    For example:
    smallest_change([1,2,3,5,4,7,9,6]) == 4
    smallest_change([1, 2, 3, 4, 3, 2, 2]) == 1
    smallest_change([1, 2, 3, 2, 1]) == 0
    """"""

    ans = 0
    for i in range(len(arr) // 2):
        if arr[i] != arr[len(arr) - i - 1]:
            ans += 1
    return ans

def check(candidate):

    # Check some simple cases
    assert candidate([1,2,3,5,4,7,9,6]) == 4
    assert candidate([1, 2, 3, 4, 3, 2, 2]) == 1
    assert candidate([1, 4, 2]) == 1
    assert candidate([1, 4, 4, 2]) == 1

    # Check some edge cases that are easy to work out by hand.
    assert candidate([1, 2, 3, 2, 1]) == 0
    assert candidate([3, 1, 1, 3]) == 0
    assert candidate([1]) == 0
    assert candidate([0, 1]) == 1


check(smallest_change)

```"
"// In this task, you will be given a string that represents a number of apples and oranges
// that are distributed in a basket of fruit this basket contains
// apples, oranges, and mango fruits. Given the string that represents the total number of
// the oranges and apples and an integer that represent the total number of the fruits
// in the basket return the number of the mango fruits in the basket.
// for example:
// mangoCount ""5 apples and 6 oranges"" 19 // 19 - 5 - 6 = 8
// mangoCount ""0 apples and 1 oranges""3 //  3 - 0 - 1 = 2
// mangoCount ""2 apples and 3 oranges"" 100 //  100 - 2 - 3 = 95
// mangoCount ""100 apples and 1 oranges""120 //  120 - 100 - 1 = 19
func mangoCount:num str:string total:num
    words := split str "" ""
    apples := str2num words[0]
    oranges := str2num words[3]
    return total - apples - oranges
end

func test
    assert 8 (mangoCount ""5 apples and 6 oranges"" 19)
    assert 10 (mangoCount ""5 apples and 6 oranges"" 21)
    assert 2 (mangoCount ""0 apples and 1 oranges"" 3)
    assert 2 (mangoCount ""1 apples and 0 oranges"" 3)
    assert 95 (mangoCount ""2 apples and 3 oranges"" 100)
    assert 0 (mangoCount ""2 apples and 3 oranges"" 5)
    assert 19 (mangoCount ""1 apples and 100 oranges"" 120)
end


","Can you convert this python to evy for me?
```python

def fruit_distribution(s,n):
    """"""
    In this task, you will be given a string that represents a number of apples and oranges
    that are distributed in a basket of fruit this basket contains
    apples, oranges, and mango fruits. Given the string that represents the total number of
    the oranges and apples and an integer that represent the total number of the fruits
    in the basket return the number of the mango fruits in the basket.
    for examble:
    fruit_distribution(""5 apples and 6 oranges"", 19) ->19 - 5 - 6 = 8
    fruit_distribution(""0 apples and 1 oranges"",3) -> 3 - 0 - 1 = 2
    fruit_distribution(""2 apples and 3 oranges"", 100) -> 100 - 2 - 3 = 95
    fruit_distribution(""100 apples and 1 oranges"",120) -> 120 - 100 - 1 = 19
    """"""

    lis = list()
    for i in s.split(' '):
        if i.isdigit():
            lis.append(int(i))
    return n - sum(lis)

def check(candidate):

    # Check some simple cases
    assert candidate(""5 apples and 6 oranges"",19) == 8
    assert candidate(""5 apples and 6 oranges"",21) == 10
    assert candidate(""0 apples and 1 oranges"",3) == 2
    assert candidate(""1 apples and 0 oranges"",3) == 2
    assert candidate(""2 apples and 3 oranges"",100) == 95
    assert candidate(""2 apples and 3 oranges"",5) == 0
    assert candidate(""1 apples and 100 oranges"",120) == 19

check(fruit_distribution)

```"
"// Return the largest prime factor of n. Assume n > 1 and is not a prime.
// largestPrimeFactor 13195 // 29
// largestPrimeFactor 2048 // 2
func largestPrimeFactor:num n:num
    result := -1
    for i := range 2 n
        if n % i == 0 and (isPrime i)
            result = i
        end
    end
    return result
end

func isPrime:bool n:num
    if n < 2
        return false
    end
    for i := range 2 (sqrt n)+1
        if n % i == 0
            return false
        end
    end
    return true
end

func test
    assert 5 (largestPrimeFactor 15)
    assert 3 (largestPrimeFactor 27)
    assert 7 (largestPrimeFactor 63)
    assert 11 (largestPrimeFactor 330)
    assert 29 (largestPrimeFactor 13195)
end


","Can you convert this python to evy for me?
```python


def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""

    def is_prime(k):
        if k < 2:
            return False
        for i in range(2, k - 1):
            if k % i == 0:
                return False
        return True
    largest = 1
    for j in range(2, n + 1):
        if n % j == 0 and is_prime(j):
            largest = max(largest, j)
    return largest



METADATA = {}


def check(candidate):
    assert candidate(15) == 5
    assert candidate(27) == 3
    assert candidate(63) == 7
    assert candidate(330) == 11
    assert candidate(13195) == 29


check(largest_prime_factor)

```"
"// Given the lengths of the three sides of a triangle. Return the area of the
// triangle rounded to 2 decimal points if the three sides form a valid
// triangle. Otherwise return -1 Three sides make a valid triangle when the
// sum of any two sides is greater than the third side.
// Use Heron's formula.
//
// Example:
// triangleArea 3 4 5 // 6.00
// triangleArea 1 2 10 // -1
func triangleArea:num a:num b:num c:num
    if a + b <= c or a + c <= b or b + c <= a
        return -1
    end
    result := (a + b + c) * (-a + b + c) * (a - b + c) * (a + b - c)
    result = 0.25 * (pow result 0.5)
    return (round result*100) / 100 // round to 2 decimals
end

func test
    assert 6 (triangleArea 3 4 5)
    assert -1 (triangleArea 1 2 10)
    assert 8.18 (triangleArea 4 8 5)
    assert 1.73 (triangleArea 2 2 2)
    assert -1 (triangleArea 1 2 3)
    assert 16.25 (triangleArea 10 5 7)
    assert -1 (triangleArea 2 6 3)
    assert 0.43 (triangleArea 1 1 1)
    assert -1 (triangleArea 2 2 10)
end


","Can you convert this python to evy for me?
```python

def triangle_area(a, b, c):
    '''
    Given the lengths of the three sides of a triangle. Return the area of
    the triangle rounded to 2 decimal points if the three sides form a valid triangle.
    Otherwise return -1
    Three sides make a valid triangle when the sum of any two sides is greater
    than the third side.
    Example:
    triangle_area(3, 4, 5) == 6.00
    triangle_area(1, 2, 10) == -1
    '''

    if a + b <= c or a + c <= b or b + c <= a:
        return -1
    s = (a + b + c)/2
    area = (s * (s - a) * (s - b) * (s - c)) ** 0.5
    area = round(area, 2)
    return area

def check(candidate):

    # Check some simple cases
    assert candidate(3, 4, 5) == 6.00, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate(1, 2, 10) == -1
    assert candidate(4, 8, 5) == 8.18
    assert candidate(2, 2, 2) == 1.73
    assert candidate(1, 2, 3) == -1
    assert candidate(10, 5, 7) == 16.25
    assert candidate(2, 6, 3) == -1

    # Check some edge cases that are easy to work out by hand.
    assert candidate(1, 1, 1) == 0.43, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate(2, 2, 10) == -1


check(triangle_area)

```"
"// Circular shift the digits of the integer x, shift the digits right by shift
// and return the result as a string.
// If shift > number of digits, return digits reversed.
// shift 12 1 // ""21""
// shift 12 2 // ""12""
func shift:string x:num n:num
    str := sprint x
    result := """"
    if n > (len str)
        for c := range str
            result = c + result
        end
    else
        result = str[-n:] + str[:-n]
    end
    return result
end

func test
    assert ""1"" (shift 1 1)
    assert ""1"" (shift 1 3)
    assert ""0111"" (shift 1110 30)
    assert ""001"" (shift 100 2)
    assert ""12"" (shift 12 2)
    assert ""79"" (shift 97 8)
    assert ""21"" (shift 12 1)
    assert ""11"" (shift 11 101)
end


","Can you convert this python to evy for me?
```python

def circular_shift(x, shift):
    """"""Circular shift the digits of the integer x, shift the digits right by shift
    and return the result as a string.
    If shift > number of digits, return digits reversed.
    >>> circular_shift(12, 1)
    ""21""
    >>> circular_shift(12, 2)
    ""12""
    """"""

    s = str(x)
    if shift > len(s):
        return s[::-1]
    else:
        return s[len(s) - shift:] + s[:len(s) - shift]

def check(candidate):

    # Check some simple cases
    assert candidate(100, 2) == ""001""
    assert candidate(12, 2) == ""12""
    assert candidate(97, 8) == ""79""
    assert candidate(12, 1) == ""21"", ""This prints if this assert fails 1 (good for debugging!)""

    # Check some edge cases that are easy to work out by hand.
    assert candidate(11, 101) == ""11"", ""This prints if this assert fails 2 (also good for debugging!)""


check(circular_shift)

```"
"func greet name:string
    print (""Hello,"") (name)
end

func concat:string a:string b:string
    return (a + b)
end

func calculateArea:num length:num _width:num
    area := (length * _width)
    return area
end

greet (""Alice"")
a := ""foo""
b := ""bar""
print (concat (a) (b))
result := calculateArea (5) (8)
print (""Area of the rectangle:"") (result)","Can you convert this python to evy for me?
```python
def greet(name):
    print(""Hello,"", name)
greet(""Alice"")

def concat(a: str, b: str) -> str:
    return a + b

def calculate_area(length, width):
    area = length * width
    return area


a = ""foo""
b = ""bar""
print(concat(a, b))
result = calculate_area(5, 8)
print(""Area of the rectangle:"", result)
```"
"func containsDuplicate:bool nums:[]num
    seen := {}
    for ii := range nums
        i := sprint ii
        if has seen i
            return true
        end
        seen[i] = true
    end
    return false
end

func test
    assert true==(containsDuplicate [1 2 3 1])
    assert false==(containsDuplicate [1 2 3 4])
    assert true==(containsDuplicate [1 1 1 3 3 4 3 2 4 2])
end
","Can you convert this python to evy for me?
```python
def contains_duplicate(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return True
        seen.add(num)
    return False

def test():
    assert contains_duplicate([1, 2, 3, 1])
    assert not contains_duplicate([1, 2, 3, 4])
    assert contains_duplicate([1, 1, 1, 3, 3, 4, 3, 2, 4, 2])

test()

```"
"// Write a function vowelCount which takes a string representing
// a word as input and returns the number of vowels in the string.
// Vowels in this case are ""a"", ""e"", ""i"", ""o"", ""u"". Here, ""y"" is also a
// vowel, but only when it is at the end of the given word.
// Example:
// vowelCount(""abcde"") // 2
// vowelCount(""ACEDY"") // 3
func vowelCount:num str:string
    vowels := {a:0 e:0 i:0 o:0 u:0}
    result := 0
    str = lower str
    for c := range str
        if has vowels c
            result = result + 1
        end
    end
    if (len str) > 0 and str[-1] == ""y""
        result = result + 1
    end
    return result
end

func test
    assert 0 (vowelCount """")
    assert 2 (vowelCount ""abcde"")
    assert 3 (vowelCount ""Alone"")
    assert 2 (vowelCount ""key"")
    assert 1 (vowelCount ""bye"")
    assert 2 (vowelCount ""keY"")
    assert 1 (vowelCount ""bYe"")
    assert 3 (vowelCount ""ACEDY"")
end


","Can you convert this python to evy for me?
```python

FIX = """"""
Add more test cases.
""""""

def vowels_count(s):
    """"""Write a function vowels_count which takes a string representing
    a word as input and returns the number of vowels in the string.
    Vowels in this case are 'a', 'e', 'i', 'o', 'u'. Here, 'y' is also a
    vowel, but only when it is at the end of the given word.

    Example:
    >>> vowels_count(""abcde"")
    2
    >>> vowels_count(""ACEDY"")
    3
    """"""

    vowels = ""aeiouAEIOU""
    n_vowels = sum(c in vowels for c in s)
    if s[-1] == 'y' or s[-1] == 'Y':
        n_vowels += 1
    return n_vowels

def check(candidate):

    # Check some simple cases
    assert candidate(""abcde"") == 2, ""Test 1""
    assert candidate(""Alone"") == 3, ""Test 2""
    assert candidate(""key"") == 2, ""Test 3""
    assert candidate(""bye"") == 1, ""Test 4""
    assert candidate(""keY"") == 2, ""Test 5""
    assert candidate(""bYe"") == 1, ""Test 6""
    assert candidate(""ACEDY"") == 3, ""Test 7""

    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""


check(vowels_count)

```"
"// Given list of integers, return list in strange order.
// Strange sorting, is when you start with the minimum value,
// then maximum of the remaining integers, then minimum and so on.

// Examples:
// strangeSort [1 2 3 4] // [1 4 2 3]
// strangeSort [5 5 5 5] // [5 5 5 5]
// strangeSort [] // []
func strangeSort:[]num nums:[]num
    nums2 := nums[:]
    sort nums2
    result:[]num
    length := len nums2
    mid := floor length/2
    for i := range mid
        result = result + [nums2[i]] + [nums2[-i - 1]]
    end
    if length % 2 == 1
        result = result + [nums2[mid]]
    end
    return result
end

func sort arr:[]num
    // bubble sort
    for endIdx := range (len arr)-1 0 -1
        for i := range endIdx
            if arr[i] > arr[i + 1]
                tmp := arr[i]
                arr[i] = arr[i + 1]
                arr[i + 1] = tmp
            end
        end
    end
end

func test
    assert [1 4 2 3] (strangeSort [1 2 3 4])
    assert [5 9 6 8 7] (strangeSort [5 6 7 8 9])
    assert [1 5 2 4 3] (strangeSort [1 2 3 4 5])
    assert [1 9 5 8 6 7] (strangeSort [5 6 7 8 9 1])
    assert [5 5 5 5] (strangeSort [5 5 5 5])
    assert [] (strangeSort [])
    assert [1 8 2 7 3 6 4 5] (strangeSort [1 2 3 4 5 6 7 8])
    assert [-5 5 -5 5 0 2 2 2] (strangeSort [0 2 2 2 5 5 -5 -5])
    assert [111111] (strangeSort [111111])
end


","Can you convert this python to evy for me?
```python

def strange_sort_list(lst):
    '''
    Given list of integers, return list in strange order.
    Strange sorting, is when you start with the minimum value,
    then maximum of the remaining integers, then minimum and so on.

    Examples:
    strange_sort_list([1, 2, 3, 4]) == [1, 4, 2, 3]
    strange_sort_list([5, 5, 5, 5]) == [5, 5, 5, 5]
    strange_sort_list([]) == []
    '''

    res, switch = [], True
    while lst:
        res.append(min(lst) if switch else max(lst))
        lst.remove(res[-1])
        switch = not switch
    return res

def check(candidate):

    # Check some simple cases
    assert candidate([1, 2, 3, 4]) == [1, 4, 2, 3]
    assert candidate([5, 6, 7, 8, 9]) == [5, 9, 6, 8, 7]
    assert candidate([1, 2, 3, 4, 5]) == [1, 5, 2, 4, 3]
    assert candidate([5, 6, 7, 8, 9, 1]) == [1, 9, 5, 8, 6, 7]
    assert candidate([5, 5, 5, 5]) == [5, 5, 5, 5]
    assert candidate([]) == []
    assert candidate([1,2,3,4,5,6,7,8]) == [1, 8, 2, 7, 3, 6, 4, 5]
    assert candidate([0,2,2,2,5,5,-5,-5]) == [-5, 5, -5, 5, 0, 2, 2, 2]
    assert candidate([111111]) == [111111]

    # Check some edge cases that are easy to work out by hand.
    assert True


check(strange_sort_list)

```"
"// Return sorted unique common elements for two lists.
// common [1 4 3 34 653 2 5] [5 7 1 5 9 653 121] // [1 5 653]
// common [5 3 2 8] [3 2] // [2 3]
func common:[]num nums1:[]num nums2:[]num
    s1 := set nums1
    s2 := set nums2
    s3 := intersection s1 s2
    result := numArr s3
    sort result
    return result
end

func set:{}bool nums:[]num
    result:{}bool
    for n := range nums
        result[sprint n] = true
    end
    return result
end

func intersection:{}bool s1:{}bool s2:{}bool
    result:{}bool
    for k := range s1
        if has s2 k
            result[k] = true
        end
    end
    return result
end

func numArr:[]num s:{}bool
    result:[]num
    for k := range s
        n := str2num k
        result = result + [n]
    end
    return result
end

func sort arr:[]num
    // bubble sort
    for endIdx := range (len arr)-1 0 -1
        for i := range endIdx
            if arr[i] > arr[i + 1]
                tmp := arr[i]
                arr[i] = arr[i + 1]
                arr[i + 1] = tmp
            end
        end
    end
end

func test
    assert [1 5 653] (common [1 4 3 34 653 2 5] [5 7 1 5 9 653 121])
    assert [2 3] (common [5 3 2 8] [3 2])
    assert [2 3 4] (common [4 3 2 8] [3 2 4])
    assert [] (common [4 3 2 8] [])
end


","Can you convert this python to evy for me?
```python


def common(l1: list, l2: list):
    """"""Return sorted unique common elements for two lists.
    >>> common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
    [1, 5, 653]
    >>> common([5, 3, 2, 8], [3, 2])
    [2, 3]

    """"""

    ret = set()
    for e1 in l1:
        for e2 in l2:
            if e1 == e2:
                ret.add(e1)
    return sorted(list(ret))



METADATA = {}


def check(candidate):
    assert candidate([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121]) == [1, 5, 653]
    assert candidate([5, 3, 2, 8], [3, 2]) == [2, 3]
    assert candidate([4, 3, 2, 8], [3, 2, 4]) == [2, 3, 4]
    assert candidate([4, 3, 2, 8], []) == []


check(common)

```"
"// Write a function that accepts two lists of strings and returns the list that has
// the lower total number of characters of all the strings in the list combined.
//
// If the two lists have the same number of chars, return the first list.
//
// Examples
// findShorter [], []) ➞ []
// findShorter [""hi"" ""admin""] [""hI"" ""Hi""] // [""hI"" ""Hi""]
// findShorter [""hi"" ""admin""] [""hi"" ""hi"" ""admin"" ""project""] // [""hi"" ""admin""]
// findShorter [""hi"" ""admin""] [""hI"" ""hi"" ""hi""] // [""hI"" ""hi"" ""hi""]
// findShorter [""4""] [""1"" ""2"" ""3"" ""4"" ""5""] // [""4""]
func findShorter:[]string arr1:[]string arr2:[]string
    str1 := join arr1 """"
    str2 := join arr2 """"
    if (len str1) <= (len str2)
        return arr1
    end
    return arr2
end

func test
    assert [] (findShorter [] [])
    assert [""hi"" ""hi""] (findShorter [""hi"" ""admin""] [""hi"" ""hi""])
    assert [""hi"" ""admin""] (findShorter [""hi"" ""admin""] [""hi"" ""hi"" ""admin"" ""project""])
    assert [""4""] (findShorter [""4""] [""1"" ""2"" ""3"" ""4"" ""5""])
    assert [""hI"" ""Hi""] (findShorter [""hi"" ""admin""] [""hI"" ""Hi""])
    assert [""hI"" ""hi"" ""hi""] (findShorter [""hi"" ""admin""] [""hI"" ""hi"" ""hi""])
    assert [""hi"" ""admin""] (findShorter [""hi"" ""admin""] [""hI"" ""hi"" ""hii""])
    assert [] (findShorter [] [""this""])
    assert [] (findShorter [""this""] [])

end


","Can you convert this python to evy for me?
```python

def total_match(lst1, lst2):
    '''
    Write a function that accepts two lists of strings and returns the list that has 
    total number of chars in the all strings of the list less than the other list.

    if the two lists have the same number of chars, return the first list.

    Examples
    total_match([], []) ➞ []
    total_match(['hi', 'admin'], ['hI', 'Hi']) ➞ ['hI', 'Hi']
    total_match(['hi', 'admin'], ['hi', 'hi', 'admin', 'project']) ➞ ['hi', 'admin']
    total_match(['hi', 'admin'], ['hI', 'hi', 'hi']) ➞ ['hI', 'hi', 'hi']
    total_match(['4'], ['1', '2', '3', '4', '5']) ➞ ['4']
    '''

    l1 = 0
    for st in lst1:
        l1 += len(st)
    
    l2 = 0
    for st in lst2:
        l2 += len(st)
    
    if l1 <= l2:
        return lst1
    else:
        return lst2

def check(candidate):

    # Check some simple cases
    assert True, ""This prints if this assert fails 1 (good for debugging!)""
    assert candidate([], []) == []
    assert candidate(['hi', 'admin'], ['hi', 'hi']) == ['hi', 'hi']
    assert candidate(['hi', 'admin'], ['hi', 'hi', 'admin', 'project']) == ['hi', 'admin']
    assert candidate(['4'], ['1', '2', '3', '4', '5']) == ['4']
    assert candidate(['hi', 'admin'], ['hI', 'Hi']) == ['hI', 'Hi']
    assert candidate(['hi', 'admin'], ['hI', 'hi', 'hi']) == ['hI', 'hi', 'hi']
    assert candidate(['hi', 'admin'], ['hI', 'hi', 'hii']) == ['hi', 'admin']


    # Check some edge cases that are easy to work out by hand.
    assert True, ""This prints if this assert fails 2 (also good for debugging!)""
    assert candidate([], ['this']) == []
    assert candidate(['this'], []) == []


check(total_match)

```"
"// sum is a function that sums numbers from 1 to n.
// sum 30 // 465
// sum 100 // 5050
// sum 5 // 15
// sum 10 // 55
// sum 1 // 1
func sum:num n:num
    return n * (n + 1) / 2
end

func test
    assert 1 (sum 1)
    assert 21 (sum 6)
    assert 66 (sum 11)
    assert 465 (sum 30)
    assert 5050 (sum 100)
end


","Can you convert this python to evy for me?
```python


def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""

    return sum(range(n + 1))



METADATA = {}


def check(candidate):
    assert candidate(1) == 1
    assert candidate(6) == 21
    assert candidate(11) == 66
    assert candidate(30) == 465
    assert candidate(100) == 5050


check(sum_to_n)

```"
"// Checks if given string is a palindrome
// isPalindrome """" // true
// isPalindrome ""aba"" // true
// isPalindrome ""aaaaa"" // true
// isPalindrome ""zbcd"" // false
func isPalindrome:bool str:string
    length := len str
    for i := range (floor length/2)
        if str[i] != str[-(i + 1)]
            return false
        end
    end
    return true
end

func test
    assert true==(isPalindrome """")
    assert true==(isPalindrome ""aba"")
    assert true==(isPalindrome ""aaaaa"")
    assert false==(isPalindrome ""zbcd"")
    assert true==(isPalindrome ""xywyx"")
    assert false==(isPalindrome ""xywyz"")
    assert false==(isPalindrome ""xywzx"")
end


","Can you convert this python to evy for me?
```python


def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""

    for i in range(len(text)):
        if text[i] != text[len(text) - 1 - i]:
            return False
    return True



METADATA = {}


def check(candidate):
    assert candidate('') == True
    assert candidate('aba') == True
    assert candidate('aaaaa') == True
    assert candidate('zbcd') == False
    assert candidate('xywyx') == True
    assert candidate('xywyz') == False
    assert candidate('xywzx') == False


check(is_palindrome)

```"
"x := 10
y := 5
print ((x > y))
print ((x < y))
print ((x == y))
print ((x != y))
print ((x > 5 and y < 10))
print ((x > 5 or y > 10))
print ((!((x > 5))))
","Can you convert this python to evy for me?
```python
x = 10
y = 5
print(x > y)
print(x < y)
print(x == y)
print(x != y)
print(x > 5 and y < 10)
print(x > 5 or y > 10)
print(not (x > 5))

```"
"// Return 2^n modulo p. (careful with overflow!)
// modp 3 5 // 3
// modp 1101 101 // 2
// modp 0 101 // 1
// modp 3 11 // 8
// modp 100 101 // 1
func modpn:num n:num p:num
    result := 1
    for range n
        result = (2 * result) % p
    end
    return result
end

func test
    assert 3 (modpn 3 5)
    assert 2 (modpn 1101 101)
    assert 1 (modpn 0 101)
    assert 8 (modpn 3 11)
    assert 1 (modpn 100 101)
    assert 4 (modpn 30 5)
    assert 3 (modpn 31 5)
end


","Can you convert this python to evy for me?
```python


def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""

    ret = 1
    for i in range(n):
        ret = (2 * ret) % p
    return ret



METADATA = {}


def check(candidate):
    assert candidate(3, 5) == 3
    assert candidate(1101, 101) == 2
    assert candidate(0, 101) == 1
    assert candidate(3, 11) == 8
    assert candidate(100, 101) == 1
    assert candidate(30, 5) == 4
    assert candidate(31, 5) == 3


check(modp)

```"
"// checkBrackets returns true if the if every opening bracket
// has a corresponding closing bracket in the  input string.
//
// checkBrackets ""("" // false
// checkBrackets ""()"" // true
// checkBrackets ""(()())"" // true
// checkBrackets "")(()"" // false
func checkBrackets:bool input:string
    depth := 0
    for c := range input
        if c == ""(""
            depth = depth + 1
        else
            depth = depth - 1
        end
        if depth < 0
            return false
        end
    end
    return depth == 0
end

func test
    assert true==(checkBrackets ""()"")
    assert true==(checkBrackets ""(()())"")
    assert true==(checkBrackets ""()()(()())()"")
    assert true==(checkBrackets ""()()((()()())())(()()(()))"")
    assert false==(checkBrackets ""((()())))"")
    assert false==(checkBrackets "")(()"")
    assert false==(checkBrackets ""("")
    assert false==(checkBrackets ""(((("")
    assert false==(checkBrackets "")"")
    assert false==(checkBrackets ""(()"")
    assert false==(checkBrackets ""()()(()())())(()"")
    assert false==(checkBrackets ""()()(()())()))()"")
end


","Can you convert this python to evy for me?
```python


def correct_bracketing(brackets: str):
    """""" brackets is a string of ""("" and "")"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""("")
    False
    >>> correct_bracketing(""()"")
    True
    >>> correct_bracketing(""(()())"")
    True
    >>> correct_bracketing("")(()"")
    False
    """"""

    depth = 0
    for b in brackets:
        if b == ""("":
            depth += 1
        else:
            depth -= 1
        if depth < 0:
            return False
    return depth == 0



METADATA = {}


def check(candidate):
    assert candidate(""()"")
    assert candidate(""(()())"")
    assert candidate(""()()(()())()"")
    assert candidate(""()()((()()())())(()()(()))"")
    assert not candidate(""((()())))"")
    assert not candidate("")(()"")
    assert not candidate(""("")
    assert not candidate(""(((("")
    assert not candidate("")"")
    assert not candidate(""(()"")
    assert not candidate(""()()(()())())(()"")
    assert not candidate(""()()(()())()))()"")


check(correct_bracketing)

```"
"// Write a function that returns true if the given number is the
// multiplication of 3 prime numbers and false otherwise. Knowing that each
// prime number is less then 100.
//
// prime3 30 // true: 30 = 2 * 3 * 5
func prime3:bool n:num
    primes := calcPrimes 100
    length := len primes
    for i := range length
        for j := range i length
            for k := range j length
                if n == primes[i] * primes[j] * primes[k]
                    return true
                end
            end
        end
    end
    return false
end

func calcPrimes:[]num n:num
    // Sieve of Eratosthenes
    // input: an integer n > 1.
    // output: all prime numbers from 2 through n.
    sieve := [true] * n

    for i := range 2 (sqrt n+1)
        if sieve[i]
            for j := range i*i n i
                sieve[j] = false
            end
        end
    end
    result:[]num
    for i := range 2 n
        if sieve[i]
            result = result + [i]
        end
    end
    return result
end

func test
    assert false==(prime3 5)
    assert true==(prime3 30)
    assert true==(prime3 8)
    assert false==(prime3 10)
    assert true==(prime3 125)
    assert true==(prime3 3*5*7)
    assert false==(prime3 3*6*7)
    assert false==(prime3 9*9*9)
    assert false==(prime3 11*9*9)
    assert true==(prime3 11*13*7)
end


","Can you convert this python to evy for me?
```python

def is_multiply_prime(a):
    """"""Write a function that returns true if the given number is the multiplication of 3 prime numbers
    and false otherwise.
    Knowing that (a) is less then 100. 
    Example:
    is_multiply_prime(30) == True
    30 = 2 * 3 * 5
    """"""

    def is_prime(n):
        for j in range(2,n):
            if n%j == 0:
                return False
        return True

    for i in range(2,101):
        if not is_prime(i): continue
        for j in range(2,101):
            if not is_prime(j): continue
            for k in range(2,101):
                if not is_prime(k): continue
                if i*j*k == a: return True
    return False

def check(candidate):

    assert candidate(5) == False
    assert candidate(30) == True
    assert candidate(8) == True
    assert candidate(10) == False
    assert candidate(125) == True
    assert candidate(3 * 5 * 7) == True
    assert candidate(3 * 6 * 7) == False
    assert candidate(9 * 9 * 9) == False
    assert candidate(11 * 9 * 9) == False
    assert candidate(11 * 13 * 7) == True


check(is_multiply_prime)

```"
