filename,content,python
099.evy,"//  Create a function that takes a string value representing a number
//  and returns the closest integer to it. If the number is equidistant
//  from two integers, round it away from zero.
//  closest ""10"" // 10
//  closest ""15.3"" // 15
//
//  Note:
//  Rounding away from zero means that if the given number is equidistant
//  from two integers, the one you should return is the one that is the
//  farthest from zero. For example closest ""14.5""  should
//  return 15 and closest ""-14.5""  should return -15.
func closest:num s:string
    n := str2num s
    return round n
end

func testall
    test 10 (closest ""10"")
    test 15 (closest ""14.5"")
    test -16 (closest ""-15.5"")
    test 15 (closest ""15.3"")
    test 0 (closest ""0"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if wantType == ""[]"" or wantType == ""{}"" and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
072.evy,"// Write a function that returns True if the object q will fly, and False
// otherwise. The object q will fly if it's balanced (it is a palindromic
// list) and the sum of its elements is less than or equal the maximum
// possible weight w.
//
// Example:
// willFly [1 2] 5 ➞ False
// 1+2 is less than the maximum possible weight, but it's unbalanced.
//
// willFly [3 2 3] 1 ➞ False
// # it's balanced, but 3+2+3 is more than the maximum possible weight.
//
// willFly [3 2 3] 9 ➞ True
// # 3+2+3 is less than the maximum possible weight, and it's balanced.
//
// willFly [3] 5 ➞ True
// # 3 is less than the maximum possible weight, and it's balanced.
func willFly:bool nums:[]num w:num
    length := len nums
    if length == 0
        return false
    end
    sum := 0
    for n := range nums
        sum = sum + n
    end
    if sum > w
        return false
    end
    for i := range (floor length/2)
        if nums[i] != nums[-i - 1]
            return false
        end
    end
    return true
end

func testall
    test true (willFly [3 2 3] 9)
    test false (willFly [1 2] 5)
    test true (willFly [3] 5)
    test false (willFly [3 2 3] 1)
    test false (willFly [1 2 3] 6)
    test true (willFly [5] 5)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
066.evy,"// Write a function that takes a string as input and returns the sum of the upper characters only'
// ASCII codes.
// Examples:
// asciiSum """" // 0
// asciiSum ""abAB"" // 131
// asciiSum ""abcCd"" // 67
// asciiSum ""helloE"" // 69
// asciiSum ""woArBld"" // 131
// asciiSum ""aAaaaXa"" // 153
func asciiSum:num str:string
    abc := ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""
    uppers:{}num
    for i := range (len abc)
        uppers[abc[i]] = i + 65
    end

    result := 0
    for c := range str
        if has uppers c
            result = result + uppers[c]
        end
    end
    return result
end

func testall
    test 0 (asciiSum """")
    test 131 (asciiSum ""abAB"")
    test 67 (asciiSum ""abcCd"")
    test 69 (asciiSum ""helloE"")
    test 131 (asciiSum ""woArBld"")
    test 153 (asciiSum ""aAaaaXa"")
    test 151 (asciiSum "" How are yOu?"")
    test 327 (asciiSum ""You arE Very Smart"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
067.evy,"// In this task, you will be given a string that represents a number of apples and oranges
// that are distributed in a basket of fruit this basket contains
// apples, oranges, and mango fruits. Given the string that represents the total number of
// the oranges and apples and an integer that represent the total number of the fruits
// in the basket return the number of the mango fruits in the basket.
// for example:
// mangoCount ""5 apples and 6 oranges"" 19 // 19 - 5 - 6 = 8
// mangoCount ""0 apples and 1 oranges""3 //  3 - 0 - 1 = 2
// mangoCount ""2 apples and 3 oranges"" 100 //  100 - 2 - 3 = 95
// mangoCount ""100 apples and 1 oranges""120 //  120 - 100 - 1 = 19
func mangoCount:num str:string total:num
    words := split str "" ""
    apples := str2num words[0]
    oranges := str2num words[3]
    return total - apples - oranges
end

func testall
    test 8 (mangoCount ""5 apples and 6 oranges"" 19)
    test 10 (mangoCount ""5 apples and 6 oranges"" 21)
    test 2 (mangoCount ""0 apples and 1 oranges"" 3)
    test 2 (mangoCount ""1 apples and 0 oranges"" 3)
    test 95 (mangoCount ""2 apples and 3 oranges"" 100)
    test 0 (mangoCount ""2 apples and 3 oranges"" 5)
    test 19 (mangoCount ""1 apples and 100 oranges"" 120)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
073.evy,"//  Given an array arr of integers, find the minimum number of elements that
//  need to be changed to make the array palindromic. A palindromic array is
//  an array that is read the same backwards and forwards. In one change, you
//  can change one element to any other element.
//
//  For example:
//  changeSize [1,2,3,5,4,7,9,6] //4
//  changeSize [1, 2, 3, 4, 3, 2, 2] //1
//  changeSize [1, 2, 3, 2, 1] //0
func changeSize:num nums:[]num
    result := 0
    length := len nums
    for i := range (floor length/2)
        if nums[i] != nums[-i - 1]
            result = result + 1
        end
    end
    return result
end

func testall
    test 4 (changeSize [1 2 3 5 4 7 9 6])
    test 1 (changeSize [1 2 3 4 3 2 2])
    test 1 (changeSize [1 4 2])
    test 1 (changeSize [1 4 4 2])
    test 0 (changeSize [1 2 3 2 1])
    test 0 (changeSize [3 1 1 3])
    test 0 (changeSize [1])
    test 1 (changeSize [0 1])
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
098.evy,"//  Given a string s, count the number of uppercase vowels in even indices.
//
//  For example:
//  countUpper ""aBCdEf"" // 1
//  countUpper ""abcdefg"" // 0
//  countUpper ""dBBE"" // 0
func countUpper:num s:string
    m := {A:0 E:0 I:0 O:0 U:0}
    result := 0
    for i := range 0 (len s) 2
        if has m s[i]
            result = result + 1
        end
    end
    return result
end

func testall
    test 1 (countUpper ""aBCdEf"")
    test 0 (countUpper ""abcdefg"")
    test 0 (countUpper ""dBBE"")
    test 0 (countUpper ""B"")
    test 1 (countUpper ""U"")
    test 0 (countUpper """")
    test 2 (countUpper ""EEEE"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if wantType == ""[]"" or wantType == ""{}"" and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" total-fails total
end

testall
printResult
",
113.evy,"// Given a list of strings, where each string consists of only digits, return a list.
// Each element i of the output should be ""the number of odd elements in the
// string i of the input."" where all the i's should be replaced by the number
// of odd digits in the i'th string of the input.
//
// solve [""1234567""] // [""the number of odd elements 4n the str4ng 4 of the 4nput.""]
// solve([""3"",""11111111""])
// [ ""the number of odd elements 1n the str1ng 1 of the 1nput."",
//  ""the number of odd elements 8n the str8ng 8 of the 8nput.""]
func solve:[]string arr:[]string
    result:[]string
    for s := range arr
        n := oddCount s
        r := sprintf ""the number of odd elements %vn the str%vng %v of the %vnput."" n n n n
        result = result + [r]
    end
    return result
end

func oddCount:num s:string
    result := 0
    for c := range s
        n := str2num c
        if n % 2 == 1
            result = result + 1
        end
    end
    return result
end

func testall
    test (solve [""1234567""]) [""the number of odd elements 4n the str4ng 4 of the 4nput.""]
    test (solve [""3"" ""11111111""]) [
        ""the number of odd elements 1n the str1ng 1 of the 1nput.""
        ""the number of odd elements 8n the str8ng 8 of the 8nput.""
    ]
    test (solve [""271"" ""137"" ""314""]) [
        ""the number of odd elements 2n the str2ng 2 of the 2nput.""
        ""the number of odd elements 3n the str3ng 3 of the 3nput.""
        ""the number of odd elements 2n the str2ng 2 of the 2nput.""
    ]
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
107.evy,"// Given a positive integer n, return an array that has the number of even and odd
// integer palindromes that fall within the range(1, n), inclusive.
//
// Example 1:
//
//     Input: 3
//     Output: [1, 2]
//     Explanation:
//     Integer palindrome are 1, 2, 3. one of them is even, and two of them are odd.
//
// Example 2:
//
//     Input: 12
//     Output: [4, 6]
//     Explanation:
//     Integer palindrome are 1, 2, 3, 4, 5, 6, 7, 8, 9, 11. four of them are even, and 6 of them are odd.
//
// Note:
//     1. 1 <= n <= 10^3
//     2. returned tuple has the number of even and odd integer palindromes respectively.
func palindromeCount:[]num n:num
    even := 0
    odd := 0
    for i := range 1 n+1
        if (isPalindrome i)
            if i % 2 == 1
                odd = odd + 1
            else
                even = even + 1
            end
        end
    end
    return [even odd]
end

func isPalindrome:bool n:num
    if n < 10
        return true
    end
    s := sprint n
    for i := range (len s)/2
        if s[i] != s[-i - 1]
            return false
        end
    end
    return true
end

func testall
    test [8 13] (palindromeCount 123)
    test [4 6] (palindromeCount 12)
    test [1 2] (palindromeCount 3)
    test [6 8] (palindromeCount 63)
    test [5 6] (palindromeCount 25)
    test [4 6] (palindromeCount 19)
    test [4 5] (palindromeCount 9)
    test [0 1] (palindromeCount 1)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
014.evy,"// Return list of all prefixes from shortest to longest of the input string
// allPrefixes('abc')
// ['a', 'ab', 'abc']
func allPrefixes:[]string str:string
    result:[]string
    for i := range (len str)
        result = result + [str[:i + 1]]
    end
    return result
end

empty_string_array:[]string

func testall
    test empty_string_array (allPrefixes """")
    test [""a"" ""as"" ""asd"" ""asdf"" ""asdfg"" ""asdfgh""] (allPrefixes ""asdfgh"")
    test [""W"" ""WW"" ""WWW""] (allPrefixes ""WWW"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
000.evy,"// Test if in given list of numbers, are any two numbers closer to each other than
// given threshold.
// hasCloseElements [1.0 2.0 3.0] 0.5 // false
// hasCloseElements [1.0 2.8 3.0 4.0 5.0 2.0] 0.3 // true
func hasCloseElements:bool numbers:[]num threshold:num
    for idx := range (len numbers)
        for idx2 := range (len numbers)
            if idx != idx2
                distance := abs (numbers[idx] - numbers[idx2])
                if distance < threshold
                    return true
                end
            end
        end
    end
    return false
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end

func testall
    test true (hasCloseElements [1 2 3.9 4 5 2.2] 0.3)
    test false (hasCloseElements [1 2 3.9 4 5 2.2] 0.05)
    test true (hasCloseElements [1 2 5.9 4 5] 0.95)
    test false (hasCloseElements [1 2 5.9 4 5] 0.8)
    test true (hasCloseElements [1 2 3 4 5 2] 0.1)
    test true (hasCloseElements [1.1 2.2 3.1 4.1 5.1] 1)
    test false (hasCloseElements [1.1 2.2 3.1 4.1 5.1] 0.5)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
028.evy,"// Concatenate list of strings into a single string
// concatenate []  // """"
// concatenate [""a"", ""b"", ""c""] ""abc""
func concatenate:string strings:[]string
    return (join strings """")
end

func testall
    test """" (concatenate [])
    test ""xyz"" (concatenate [""x"" ""y"" ""z""])
    test ""xyzwk"" (concatenate [""x"" ""y"" ""z"" ""w"" ""k""])
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
029.evy,"// Filter an input list of strings only for ones that start with a given prefix.
// filterByPrefix([], ""a"") // []
// filterByPrefix([""abc"", ""bcd"", ""cde"", ""array""], ""a"") // [""abc"", ""array""]
func filterByPrefix:[]string strings:[]string prefix:string
    result:[]string
    for s := range strings
        if startswith s prefix
            result = result + [s]
        end
    end
    return result
end

func testall
    test [] (filterByPrefix [] ""john"")
    test [""xxx"" ""xxxAAA"" ""xxx""] (filterByPrefix [""xxx"" ""asd"" ""xxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xxx"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
001.evy,"// Input to this function is a string containing multiple groups of nested
// parentheses. Your goal is to separate those group into separate strings
// and return the list of those. Separate groups are balanced (each open
// brace is properly closed) and not nested within each other Ignore any
// spaces in the input string.
//
//    separateParenGroups ""( ) (( )) (( )( ))""
//    // [""()"" ""(())"" ""(()())""]
//
func separateParenGroups:[]string paren_string:string
    result:[]string
    current_string:string
    current_depth:num
    current_depth = 0

    for c := range (len paren_string)
        if paren_string[c] == ""(""
            current_depth = current_depth + 1
            current_string = current_string + paren_string[c]
        else if paren_string[c] == "")""
            current_depth = current_depth - 1
            current_string = current_string + paren_string[c]

            if current_depth == 0
                result = result + [current_string]
                current_string = """"
            end
        end
    end

    return result
end

func testall
    test [""(()())"" ""((()))"" ""()"" ""((())()())""] (separateParenGroups ""(()()) ((())) () ((())()())"")
    test [""()"" ""(())"" ""((()))"" ""(((())))""] (separateParenGroups ""() (()) ((())) (((())))"")
    test [""(()(())((())))""] (separateParenGroups ""(()(())((())))"")
    test [""()"" ""(())"" ""(()())""] (separateParenGroups ""( ) (( )) (( )( ))"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
015.evy,"// Return a string containing space-delimited numbers starting from 0 up to n inclusive.
// stringSequence 0 // ""0""
// stringSequence 5 // ""0 1 2 3 4 5""
func stringSequence:string n:num
    str := ""0""
    for x := range n
        str = sprintf ""%s %v"" str x+1
    end
    return str
end

func testall
    test ""0"" (stringSequence 0)
    test ""0 1 2 3"" (stringSequence 3)
    test ""0 1 2 3 4 5 6 7 8 9 10"" (stringSequence 10)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
003.evy,"// You're given an array of deposit and withdrawal operations on a bank account that starts with
// zero balance. Your task is to detect if at any point the balance of account falls below zero, and
// at that point function should return true. Otherwise it should return False.
// belowZero [1 2 3] // false
// belowZero([1 2 -4 5] // true
func belowZero:bool operations:[]num
    balance := 0
    for op := range (len operations)
        balance = balance + operations[op]
        if balance < 0
            return true
        end
    end
    return false
end

func testall
    test false (belowZero [])
    test false (belowZero [1 2 -3 1 2 -3])
    test true (belowZero [1 2 -4 5 6])
    test false (belowZero [1 -1 2 -2 5 -5 4 -4])
    test true (belowZero [1 -1 2 -2 5 -5 4 -5])
    test true (belowZero [1 -2 2 -2 5 -5 4 -4])
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
017.evy,"// Input to this function is a string representing musical notes in a special ASCII format.
// Your task is to parse this string and return list of integers corresponding to how many beats does each
// not last.
//
// Here is a legend:
//   ""o"" - whole note, lasts four beats
//   ""o|"" - half note, lasts two beats
//   "".|"" - quarter note, lasts one beat
//
// parseMusic ""o o| .| o| o| .| .| .| .| o o""
//    // [4 2 1 2 2 1 1 1 1 4 4]
//
func parseMusic:[]num music:string
    if music == """"
        return []
    end
    lookup:{}num
    lookup[""o""] = 4
    lookup[""o|""] = 2
    lookup["".|""] = 1
    notes := split music "" ""
    beats:[]num
    for note := range notes
        beats = beats + [lookup[note]]
    end
    return beats
end

func testall
    test [] (parseMusic """")
    test [4 4 4 4] (parseMusic ""o o o o"")
    test [1 1 1 1] (parseMusic "".| .| .| .|"")
    test [2 2 1 1 4 4 4 4] (parseMusic ""o| o| .| .| o o o o"")
    test [2 1 2 1 4 2 4 2] (parseMusic ""o| .| o| .| o o| o o|"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
016.evy,"//  Given a string, find out how many distinct characters (regardless of case) does it consist of
//  countDistinctCharacters('xyzXYZ') // 3
//  countDistinctCharacters('Jerry') // 4
func countDistinctCharacters:num str:string
    set := {}
    for s := range str
        u := upper s
        set[u] = true
    end
    return len set
end

func testall
    test 0 (countDistinctCharacters """")
    test 5 (countDistinctCharacters ""abcde"")
    test 5 (countDistinctCharacters ""abcde""+""cade""+""CADE"")
    test 1 (countDistinctCharacters ""aaaaAAAAaaaa"")
    test 5 (countDistinctCharacters ""Jerry jERRY JeRRRY"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
002.evy,"// Given a positive floating point number, it can be decomposed into
// and integer part (largest integer smaller than given number) and decimals
// (leftover part always smaller than 1).
// Return the decimal part of the number.
// truncate_number 3.5 // 0.5
func truncateNumber:num number:num
    return number % 1
end

func testall
    test 0.5 (truncateNumber 3.5)
    test true (((abs (truncateNumber (1.33 - 0.33))) < 0.000001))
    test true (((abs (truncateNumber (123.456 - 0.456))) < 0.000001))
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
006.evy,"// Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
// For each of the group, output the deepest level of nesting of parentheses.
// E.g. (()()) has maximum two levels of nesting while ((())) has three.
// parseNestedParens ""(()()) ((())) () ((())()())"" // [2 3 1 3]
func parse_paren_group:num s:string
    depth:num
    max_depth:num
    for c := range s
        if c == ""(""
            depth = depth + 1
            max_depth = max depth max_depth
        else
            depth = depth - 1
        end
    end
    return max_depth
end

func parseNestedParens:[]num paren_string:string
    result:[]num
    for x := range (split paren_string "" "")
        if x != """"
            result = result + [(parse_paren_group x)]
        end
    end
    return result
end

func testall
    test [2 3 1 3] (parseNestedParens ""(()()) ((())) () ((())()())"")
    test [1 2 3 4] (parseNestedParens ""() (()) ((())) (((())))"")
    test [4] (parseNestedParens ""(()(())((())))"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
012.evy,"// Out of list of strings, return the longest one. Return the first one in
// case of multiple strings of the same length. Return """" in case the input
// list is empty.
// longest [] // """"
// longest([""a"" ""b"" ""c""]) // ""a""
// longest([""a"" ""bb"" ""ccc""]) ""ccc""
func longest:string strings:[]string
    if (len strings) == 0
        return """"
    end
    maxlen := 0
    for s := range strings
        if (len s) > maxlen
            maxlen = (len s)
        end
    end
    for s := range strings
        if (len s) == maxlen
            return s
        end
    end
    return """"
end

func testall
    test """" (longest [])
    test ""x"" (longest [""x"" ""y"" ""z""])
    test ""zzzz"" (longest [""x"" ""yyy"" ""zzzz"" ""www"" ""kkkk"" ""abc""])
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
013.evy,"// Return a  greatest common divisor of two integers a and b
// gcd(3, 5) // 1
// gcd(25, 15) // 5
func gcd:num a:num b:num
    while b != 0
        tmp := a
        a = b
        b = tmp % b
    end
    return a
end

func testall
    test 1 (gcd 3 7)
    test 5 (gcd 10 15)
    test 7 (gcd 49 14)
    test 12 (gcd 144 60)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
007.evy,"// Filter an input list of strings only for ones that contain given substring
// filter [] ""a"" // []
// filter [""abc"" ""bacd"" ""cde"" ""array""] ""a""  // [""abc"" ""bacd"" ""array""]
func filter:[]string strings:[]string substring:string
    ans:[]string
    for str := range strings
        if (contains str substring)
            ans = ans + [str]
        end
    end
    return ans
end

func contains:bool haystack:string needle:string
    for i := range ((len haystack) - (len needle) + 1)
        if haystack[i:i + (len needle)] == needle
            return true
        end
    end
    return false
end

func testall
    test [] (filter [] ""john"")
    test [""xxx"" ""xxxAAA"" ""xxx""] (filter [""xxx"" ""asd"" ""xxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xxx"")
    test [""xxx"" ""aaaxxy"" ""xxxAAA"" ""xxx""] (filter [""xxx"" ""asd"" ""aaaxxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xx"")
    test [""grunt"" ""prune""] (filter [""grunt"" ""trumpet"" ""prune"" ""gruesome""] ""run"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
